v3id	name	type	v4id
GRMZM2G021834	NA	C3H	Zm00001d003616
GRMZM2G022213	NA	C2H2	Zm00001d006682
GRMZM2G024851	NA	bZIP	Zm00001d041831
GRMZM2G027298	NA	C3H	Zm00001d023927
GRMZM2G027333	NA	C2H2	Zm00001d011223
GRMZM2G027960	NA	C2H2	Zm00001d010131
GRMZM2G028046	NA	C2H2	Zm00001d053006
GRMZM2G028492	NA	C3H	Zm00001d026536
GRMZM2G028766	NA	C2H2	Zm00001d050551
GRMZM2G031493	NA	Trihelix	Zm00001d042271
GRMZM2G031870	NA	G2-like	Zm00001d034181
GRMZM2G032258	NA	C3H	Zm00001d042965
GRMZM2G035103	NA	C2H2	Zm00001d013208
GRMZM2G035625	NA	C2H2	Zm00001d042202
GRMZM2G037574	NA	C2H2	Zm00001d005788
GRMZM2G037823	NA	Trihelix	Zm00001d016755
GRMZM2G038291	NA	C2H2	Zm00001d051865
GRMZM2G041799	NA	C3H	Zm00001d051838
GRMZM2G042666	NA	C2H2	Zm00001d021403
GRMZM2G046968	NA	C3H	Zm00001d001952
GRMZM2G048154	NA	C2H2	Zm00001d028667
GRMZM2G049027	NA	C3H	Zm00001d036594
GRMZM2G054564	NA	bHLH	Zm00001d023882
GRMZM2G055135	NA	LSD	Zm00001d049525
GRMZM2G058197	NA	C2H2	Zm00001d021932
GRMZM2G058868	NA	C2H2	Zm00001d048590
GRMZM2G060057	NA	LSD	Zm00001d035195
GRMZM2G061545	NA	C2H2	Zm00001d036812
GRMZM2G061897	NA	C2H2	Zm00001d034639
GRMZM2G062651	NA	VOZ	Zm00001d022146
GRMZM2G069176	NA	C2H2	Zm00001d029587
GRMZM2G069408	NA	bHLH	Zm00001d041926
GRMZM2G071101	NA	C2H2	Zm00001d052883
GRMZM2G072820	NA	bHLH	Zm00001d002121
GRMZM2G074501	NA	bHLH	Zm00001d034091
GRMZM2G074793	NA	C2H2	Zm00001d025485
GRMZM2G075956	NA	C2H2	Zm00001d012260
GRMZM2G081445	NA	Trihelix	Zm00001d001894
GRMZM2G081782	NA	C2H2	Zm00001d021842
GRMZM2G081812	NA	C2H2	Zm00001d006344
GRMZM2G084014	NA	C2H2	Zm00001d020923
GRMZM2G084684	NA	Trihelix	Zm00001d016604
GRMZM2G086277	NA	C2H2	Zm00001d036297
GRMZM2G086530	NA	C2H2	Zm00001d026034
GRMZM2G087787	NA	NF-X1	Zm00001d037356
GRMZM2G089106	NA	LSD	Zm00001d049625
GRMZM2G089557	NA	C2H2	Zm00001d021990
GRMZM2G090332	NA	C2H2	Zm00001d002494
GRMZM2G090595	NA	C2H2	Zm00001d017560
GRMZM2G093305	NA	C2H2	Zm00001d028537
GRMZM2G094892	NA	bHLH	Zm00001d038863
GRMZM2G096759	NA	MYB_related	Zm00001d039185
GRMZM2G097788	NA	MYB_related	Zm00001d028445
GRMZM2G100146	NA	C2H2	Zm00001d011139
GRMZM2G100313	NA	bHLH	NA
GRMZM2G104516	NA	C2H2	Zm00001d031985
GRMZM2G105092	NA	C2H2	Zm00001d047330
GRMZM2G105224	NA	C2H2	Zm00001d043243
GRMZM2G106026	NA	C2H2	Zm00001d029586
GRMZM2G106613	NA	HB-other	Zm00001d042212
GRMZM2G108818	NA	C2H2	Zm00001d020577
GRMZM2G110107	NA	C2H2	Zm00001d005871
GRMZM2G111666	NA	bHLH	Zm00001d043699
GRMZM2G112799	NA	C2H2	Zm00001d012427
GRMZM2G113860	NA	C2H2	Zm00001d047334
GRMZM2G114613	NA	LSD	Zm00001d041474
GRMZM2G114660	NA	C2H2	Zm00001d051371
GRMZM2G114688	NA	C3H	Zm00001d021945
GRMZM2G115388	NA	C2H2	Zm00001d005786
GRMZM2G118870	NA	bZIP	Zm00001d050669
GRMZM2G120740	NA	C3H	Zm00001d025060
GRMZM2G120794	NA	C2H2	Zm00001d020575
GRMZM2G123094	NA	C2H2	Zm00001d031759
GRMZM2G126148	NA	Trihelix	Zm00001d053178
GRMZM2G126175	NA	G2-like	NA
GRMZM2G126197	NA	C3H	Zm00001d014378
GRMZM2G129261	NA	C2H2	Zm00001d002654
GRMZM2G129428	NA	C2H2	Zm00001d042686
GRMZM2G131982	NA	DBB	Zm00001d002806
GRMZM2G132057	NA	C2H2	Zm00001d052815
GRMZM2G132756	NA	C2H2	Zm00001d002732
GRMZM2G133675	NA	bHLH	Zm00001d048901
GRMZM2G134998	NA	C2H2	Zm00001d005566
GRMZM2G137426	NA	bHLH	Zm00001d017138
GRMZM2G137736	NA	C2H2	Zm00001d025051
GRMZM2G138454	NA	bHLH	Zm00001d005891
GRMZM2G139160	NA	C2H2	Zm00001d012605
GRMZM2G139369	NA	NF-X1	Zm00001d008648
GRMZM2G140016	NA	C2H2	Zm00001d050730
GRMZM2G140033	NA	C2H2	Zm00001d051865
GRMZM2G141031	NA	C2H2	Zm00001d020683
GRMZM2G142502	NA	C2H2	Zm00001d005323
GRMZM2G142748	NA	G2-like	Zm00001d046791
GRMZM2G143723	NA	C2H2	Zm00001d039467
GRMZM2G149590	NA	Trihelix	Zm00001d025275
GRMZM2G150011	NA	C2H2	Zm00001d020037
GRMZM2G150729	NA	bHLH	Zm00001d028664
GRMZM2G150776	NA	C2H2	Zm00001d020577
GRMZM2G151309	NA	C2H2	Zm00001d009030
GRMZM2G153575	NA	Trihelix	Zm00001d006331
GRMZM2G154029	NA	bHLH	Zm00001d047216
GRMZM2G155217	NA	bHLH	Zm00001d002200
GRMZM2G155762	NA	bHLH	Zm00001d026120
GRMZM2G157197	NA	C2H2	Zm00001d028371
GRMZM2G158141	NA	C2H2	Zm00001d024883
GRMZM2G159032	NA	C2H2	Zm00001d038832
GRMZM2G161255	NA	C2H2	Zm00001d047170
GRMZM2G162840	NA	Trihelix	Zm00001d050583
GRMZM2G163975	NA	bHLH	Zm00001d040186
GRMZM2G165355	NA	C2H2	Zm00001d047968
GRMZM2G166782	NA	C2H2	Zm00001d020573
GRMZM2G170520	NA	C2H2	Zm00001d002731
GRMZM2G171073	NA	C2H2	Zm00001d028139
GRMZM2G172605	NA	C2H2	Zm00001d004497
GRMZM2G173425	NA	LSD	Zm00001d033262
GRMZM2G177693	NA	C2H2	Zm00001d044261
GRMZM2G179677	NA	C2H2	Zm00001d031992
GRMZM2G301122	NA	Trihelix	Zm00001d023523
GRMZM2G302891	NA	C2H2	Zm00001d041506
GRMZM2G305362	NA	Trihelix	Zm00001d009160
GRMZM2G306935	NA	C3H	Zm00001d020242
GRMZM2G307402	NA	C2H2	Zm00001d036330
GRMZM2G307823	NA	NF-X1	Zm00001d044726
GRMZM2G313058	NA	bHLH	Zm00001d038612
GRMZM2G317317	NA	bHLH	Zm00001d028312
GRMZM2G320287	NA	C2H2	Zm00001d016632
GRMZM2G320305	NA	MYB_related	Zm00001d023296
GRMZM2G320827	NA	Trihelix	Zm00001d002782
GRMZM2G327741	NA	C2H2	Zm00001d010415
GRMZM2G329159	NA	C2H2	Zm00001d027677
GRMZM2G334722	NA	Trihelix	Zm00001d015412
GRMZM2G338056	NA	C2H2	Zm00001d045211
GRMZM2G339848	NA	HB-other	Zm00001d048734
GRMZM2G344974	NA	C2H2	Zm00001d018510
GRMZM2G345155	NA	C2H2	Zm00001d005786
GRMZM2G350312	NA	bHLH	Zm00001d029339
GRMZM2G350621	NA	C2H2	Zm00001d039892
GRMZM2G357688	NA	C2H2	Zm00001d021386
GRMZM2G359589	NA	C2H2	Zm00001d049137
GRMZM2G375307	NA	Trihelix	Zm00001d021389
GRMZM2G376061	NA	C2H2	Zm00001d042933
GRMZM2G376684	NA	MYB_related	Zm00001d036883
GRMZM2G380897	NA	bZIP	Zm00001d051152
GRMZM2G389567	NA	bHLH	Zm00001d032132
GRMZM2G395749	NA	MYB_related	Zm00001d008800
GRMZM2G400714	NA	C2H2	Zm00001d034145
GRMZM2G402027	NA	C2H2	Zm00001d026166
GRMZM2G403590	NA	C2H2	Zm00001d005787
GRMZM2G408436	NA	C2H2	Zm00001d044013
GRMZM2G409452	NA	C2H2	Zm00001d019487
GRMZM2G409627	NA	NF-X1	Zm00001d044726
GRMZM2G412430	NA	bHLH	Zm00001d029402
GRMZM2G417574	NA	C2H2	Zm00001d015525
GRMZM2G427087	NA	Trihelix	Zm00001d025981
GRMZM2G431157	NA	C2H2	Zm00001d023788
GRMZM2G435357	NA	C2H2	Zm00001d046774
GRMZM2G436344	NA	C2H2	Zm00001d046774
GRMZM2G440529	NA	bHLH	Zm00001d043248
GRMZM2G443109	NA	C2H2	Zm00001d019487
GRMZM2G445684	NA	C2H2	Zm00001d031416
GRMZM2G453001	NA	STAT	Zm00001d027752
GRMZM2G454022	NA	bHLH	Zm00001d008404
GRMZM2G455889	NA	C2H2	Zm00001d006736
GRMZM2G459540	NA	C2H2	Zm00001d031277
GRMZM2G459614	NA	C2H2	Zm00001d050143
GRMZM2G464580	NA	C2H2	Zm00001d029553
GRMZM2G469873	NA	Trihelix	Zm00001d050698
GRMZM2G703281	NA	C2H2	Zm00001d005837
GRMZM5G818655	NA	Trihelix	Zm00001d040682
GRMZM5G828179	NA	C2H2	Zm00001d039254
GRMZM5G869984	NA	G2-like	Zm00001d003037
GRMZM5G883760	NA	C2H2	Zm00001d029584
GRMZM5G884137	NA	C2H2	Zm00001d026113
GRMZM5G887286	NA	C2H2	Zm00001d007339
GRMZM5G896413	NA	bHLH	Zm00001d028314
GRMZM5G898314	NA	C2H2	Zm00001d012092
GRMZM6G039492	NA	G2-like	Zm00001d034181
GRMZM6G257110	NA	NAC	Zm00001d052390
GRMZM6G287292	NA	BES1	Zm00001d039439
GRMZM6G613247	NA	HRT-like	NA
GRMZM6G787651	NA	Dof	Zm00001d022525
