TF_ID	Gene_ID	Family	rapdb
LOC_Os01g74410.1	LOC_Os01g74410	MYB	Os01g0975300
LOC_Os01g74590.1	LOC_Os01g74590	MYB	Os01g0977300
LOC_Os02g02370.1	LOC_Os02g02370	MYB	Os02g0114800
LOC_Os02g09480.1	LOC_Os02g09480	MYB	Os02g0187700
LOC_Os02g17190.1	LOC_Os02g17190	MYB	Os02g0271900
LOC_Os02g36890.1	LOC_Os02g36890	MYB	Os02g0579300
LOC_Os02g40530.1	LOC_Os02g40530	MYB	Os02g0618400
LOC_Os02g41510.1	LOC_Os02g41510	MYB	Os02g0624300
LOC_Os02g42850.2	LOC_Os02g42850	MYB	Os02g0641300
LOC_Os02g42870.1	LOC_Os02g42870	MYB	Os02g0641900
LOC_Os02g46780.1	LOC_Os02g46780	MYB	Os02g0695200
LOC_Os02g49250.1	LOC_Os02g49250	MYB	Os02g0724400
LOC_Os02g49986.1	LOC_Os02g49986	MYB	Os02g0732600
LOC_Os02g51799.1	LOC_Os02g51799	MYB	Os02g0754400
LOC_Os02g54520.1	LOC_Os02g54520	MYB	Os02g0786300
LOC_Os02g54520.1	LOC_Os02g54520	MYB	Os02g0786400
LOC_Os03g04900.1	LOC_Os03g04900	MYB	Os03g0142600
LOC_Os03g13310.1	LOC_Os03g13310	MYB	Os03g0236300
LOC_Os03g18480.1	LOC_Os03g18480	MYB	Os03g0296000
LOC_Os03g19120.1	LOC_Os03g19120	MYB	None
LOC_Os03g20090.1	LOC_Os03g20090	MYB	Os03g0315400
LOC_Os03g25550.1	LOC_Os03g25550	MYB	Os03g0371800
LOC_Os03g26130.1	LOC_Os03g26130	MYB	None
LOC_Os03g27090.1	LOC_Os03g27090	MYB	Os03g0388600
LOC_Os03g29614.1	LOC_Os03g29614	MYB	Os03g0410000
LOC_Os03g38210.1	LOC_Os03g38210	MYB	Os03g0578900
LOC_Os03g51110.1	LOC_Os03g51110	MYB	Os03g0720800
LOC_Os03g56090.1	LOC_Os03g56090	MYB	Os03g0771100
LOC_Os04g28090.1	LOC_Os04g28090	MYB	Os04g0348300
LOC_Os04g30890.1	LOC_Os04g30890	MYB	Os04g0377932
LOC_Os04g38740.1	LOC_Os04g38740	MYB	Os04g0461000
LOC_Os04g39470.1	LOC_Os04g39470	MYB	Os04g0470600
LOC_Os04g42950.1	LOC_Os04g42950	MYB	Os04g0508500
LOC_Os04g43680.1	LOC_Os04g43680	MYB	Os04g0517100
LOC_Os04g45020.1	LOC_Os04g45020	MYB	Os04g0532800
LOC_Os04g45060.1	LOC_Os04g45060	MYB	Os04g0533200
LOC_Os04g46384.1	LOC_Os04g46384	MYB	Os04g0549500
LOC_Os04g50680.1	LOC_Os04g50680	MYB	Os04g0593200
LOC_Os04g50770.1	LOC_Os04g50770	MYB	Os04g0594100
LOC_Os05g04210.1	LOC_Os05g04210	MYB	Os05g0132700
LOC_Os05g04820.1	LOC_Os05g04820	MYB	Os05g0140100
LOC_Os05g28320.1	LOC_Os05g28320	MYB	Os05g0350900
LOC_Os05g35500.1	LOC_Os05g35500	MYB	Os05g0429900
LOC_Os05g37060.1	LOC_Os05g37060	MYB	Os05g0442400
LOC_Os05g37730.1	LOC_Os05g37730	MYB	Os05g0449900
LOC_Os05g38460.1	LOC_Os05g38460	MYB	Os05g0459000
LOC_Os05g41166.1	LOC_Os05g41166	MYB	Os05g0490600
LOC_Os05g46610.1	LOC_Os05g46610	MYB	Os05g0543600
LOC_Os05g48010.1	LOC_Os05g48010	MYB	Os05g0553400
LOC_Os05g49310.1	LOC_Os05g49310	MYB	Os05g0568200
LOC_Os05g49310.1	LOC_Os05g49310	MYB	Os05g0568250
LOC_Os06g02250.1	LOC_Os06g02250	MYB	Os06g0112700
LOC_Os06g06740.1	LOC_Os06g06740	MYB	Os06g0162700
LOC_Os06g10350.1	LOC_Os06g10350	MYB	Os06g0205100
LOC_Os06g11780.1	LOC_Os06g11780	MYB	Os06g0221000
LOC_Os06g14670.1	LOC_Os06g14670	MYB	Os06g0258000
LOC_Os06g14700.1	LOC_Os06g14700	MYB	Os06g0258200
LOC_Os06g40330.1	LOC_Os06g40330	MYB	Os06g0605600
LOC_Os06g43090.1	LOC_Os06g43090	MYB	Os06g0637500
LOC_Os06g46560.1	LOC_Os06g46560	MYB	Os06g0679400
LOC_Os07g04700.1	LOC_Os07g04700	MYB	Os07g0139500
LOC_Os07g04700.2	LOC_Os07g04700	MYB	Os07g0139500
LOC_Os07g04700.3	LOC_Os07g04700	MYB	Os07g0139500
LOC_Os07g04700.5	LOC_Os07g04700	MYB	Os07g0139500
LOC_Os07g04700.6	LOC_Os07g04700	MYB	Os07g0139500
LOC_Os07g12130.1	LOC_Os07g12130	MYB	None
LOC_Os07g14110.1	LOC_Os07g14110	MYB	Os07g0244500
LOC_Os07g25370.1	LOC_Os07g25370	MYB	Os07g0434300
LOC_Os07g31470.1	LOC_Os07g31470	MYB	Os07g0497500
LOC_Os07g37210.1	LOC_Os07g37210	MYB	Os07g0558100
LOC_Os07g43420.1	LOC_Os07g43420	MYB	Os07g0627300
LOC_Os07g43580.1	LOC_Os07g43580	MYB	Os07g0629000
LOC_Os07g44090.3	LOC_Os07g44090	MYB	Os07g0634900
LOC_Os07g48870.1	LOC_Os07g48870	MYB	Os07g0688200
LOC_Os08g05520.1	LOC_Os08g05520	MYB	Os08g0151300
LOC_Os08g15020.1	LOC_Os08g15020	MYB	Os08g0248700
LOC_Os08g33150.1	LOC_Os08g33150	MYB	Os08g0428200
LOC_Os08g33660.1	LOC_Os08g33660	MYB	Os08g0433400
LOC_Os08g33800.1	LOC_Os08g33800	MYB	Os08g0435700
LOC_Os08g33800.1	LOC_Os08g33800	MYB	Os08g0435725
LOC_Os08g33940.1	LOC_Os08g33940	MYB	Os08g0437300
LOC_Os08g34960.1	LOC_Os08g34960	MYB	Os08g0450900
LOC_Os08g37970.1	LOC_Os08g37970	MYB	Os08g0486300
LOC_Os08g43550.1	LOC_Os08g43550	MYB	Os08g0549000
LOC_Os09g01960.1	LOC_Os09g01960	MYB	Os09g0106700
LOC_Os09g23620.1	LOC_Os09g23620	MYB	Os09g0401000
LOC_Os09g24800.1	LOC_Os09g24800	MYB	Os09g0414300
LOC_Os09g26170.1	LOC_Os09g26170	MYB	Os09g0431300
LOC_Os09g36250.1	LOC_Os09g36250	MYB	Os09g0532900
LOC_Os09g36730.1	LOC_Os09g36730	MYB	Os09g0538400
LOC_Os10g20990.1	LOC_Os10g20990	MYB	Os10g0350200
LOC_Os10g20990.1	LOC_Os10g20990	MYB	Os10g0350400
LOC_Os10g20990.1	LOC_Os10g20990	MYB	Os10g0350450
LOC_Os10g33810.1	LOC_Os10g33810	MYB	Os10g0478300
LOC_Os10g35660.1	LOC_Os10g35660	MYB	None
LOC_Os11g03440.1	LOC_Os11g03440	MYB	Os11g0128500
LOC_Os11g10130.1	LOC_Os11g10130	MYB	Os11g0207600
LOC_Os11g35390.1	LOC_Os11g35390	MYB	Os11g0558200
LOC_Os11g45740.1	LOC_Os11g45740	MYB	Os11g0684000
LOC_Os11g47460.1	LOC_Os11g47460	MYB	Os11g0700500
LOC_Os12g03150.1	LOC_Os12g03150	MYB	Os12g0125000
LOC_Os12g07610.1	LOC_Os12g07610	MYB	Os12g0175000
LOC_Os12g07640.1	LOC_Os12g07640	MYB	Os12g0175400
LOC_Os12g13570.1	LOC_Os12g13570	MYB	Os12g0238000
LOC_Os12g33070.1	LOC_Os12g33070	MYB	Os12g0515300
LOC_Os12g37690.1	LOC_Os12g37690	MYB	Os12g0564100
LOC_Os12g37970.1	LOC_Os12g37970	MYB	Os12g0567300
LOC_Os12g38400.2	LOC_Os12g38400	MYB	Os12g0572000
LOC_Os01g06320.1	LOC_Os01g06320	MYB_related	Os01g0156000
LOC_Os01g07430.1	LOC_Os01g07430	MYB_related	Os01g0168900
LOC_Os01g09280.1	LOC_Os01g09280	MYB_related	Os01g0187900
LOC_Os01g09640.1	LOC_Os01g09640	MYB_related	Os01g0192300
LOC_Os01g09760.1	LOC_Os01g09760	MYB_related	Os01g0193900
LOC_Os01g11200.1	LOC_Os01g11200	MYB_related	Os01g0210200
LOC_Os01g12700.1	LOC_Os01g12700	MYB_related	Os01g0226800
LOC_Os01g34060.1	LOC_Os01g34060	MYB_related	Os01g0524500
LOC_Os01g40670.1	LOC_Os01g40670	MYB_related	Os01g0589300
LOC_Os01g40670.2	LOC_Os01g40670	MYB_related	Os01g0589300
LOC_Os01g41900.1	LOC_Os01g41900	MYB_related	Os01g0603300
LOC_Os01g41900.2	LOC_Os01g41900	MYB_related	Os01g0603300
LOC_Os01g43180.1	LOC_Os01g43180	MYB_related	Os01g0619100
LOC_Os01g43230.2	LOC_Os01g43230	MYB_related	Os01g0619900
LOC_Os01g43230.3	LOC_Os01g43230	MYB_related	Os01g0619900
LOC_Os01g44370.1	LOC_Os01g44370	MYB_related	Os01g0635000
LOC_Os01g47370.1	LOC_Os01g47370	MYB_related	Os01g0663051
LOC_Os01g51154.1	LOC_Os01g51154	MYB_related	Os01g0708000
LOC_Os01g51154.2	LOC_Os01g51154	MYB_related	Os01g0708000
LOC_Os01g51154.3	LOC_Os01g51154	MYB_related	Os01g0708000
LOC_Os01g74410.2	LOC_Os01g74410	MYB_related	Os01g0975300
LOC_Os02g30700.1	LOC_Os02g30700	MYB_related	Os02g0511200
LOC_Os02g34630.1	LOC_Os02g34630	MYB_related	Os02g0551400
LOC_Os02g34630.2	LOC_Os02g34630	MYB_related	Os02g0551400
LOC_Os02g42850.1	LOC_Os02g42850	MYB_related	Os02g0641300
LOC_Os02g45670.1	LOC_Os02g45670	MYB_related	Os02g0680700
LOC_Os02g46030.1	LOC_Os02g46030	MYB_related	Os02g0685200
LOC_Os02g47744.1	LOC_Os02g47744	MYB_related	Os02g0706400
LOC_Os02g47744.2	LOC_Os02g47744	MYB_related	Os02g0706400
LOC_Os02g47744.3	LOC_Os02g47744	MYB_related	Os02g0706400
LOC_Os02g47744.4	LOC_Os02g47744	MYB_related	Os02g0706400
LOC_Os02g53670.1	LOC_Os02g53670	MYB_related	Os02g0776700
LOC_Os02g53670.2	LOC_Os02g53670	MYB_related	Os02g0776700
LOC_Os02g53670.3	LOC_Os02g53670	MYB_related	Os02g0776700
LOC_Os02g53670.4	LOC_Os02g53670	MYB_related	Os02g0776700
LOC_Os03g13790.1	LOC_Os03g13790	MYB_related	Os03g0241100
LOC_Os03g13790.2	LOC_Os03g13790	MYB_related	Os03g0241100
LOC_Os03g14810.1	LOC_Os03g14810	MYB_related	Os03g0252900
LOC_Os03g19630.1	LOC_Os03g19630	MYB_related	None
LOC_Os03g25304.1	LOC_Os03g25304	MYB_related	None
LOC_Os03g31230.1	LOC_Os03g31230	MYB_related	Os03g0425800
LOC_Os03g31230.2	LOC_Os03g31230	MYB_related	Os03g0425800
LOC_Os03g53960.1	LOC_Os03g53960	MYB_related	Os03g0750800
LOC_Os03g53960.2	LOC_Os03g53960	MYB_related	Os03g0750800
LOC_Os03g62100.1	LOC_Os03g62100	MYB_related	Os03g0837200
LOC_Os03g62379.1	LOC_Os03g62379	MYB_related	Os03g0840350
LOC_Os03g63890.1	LOC_Os03g63890	MYB_related	Os03g0855900
LOC_Os04g27410.1	LOC_Os04g27410	MYB_related	Os04g0341900
LOC_Os04g47750.1	LOC_Os04g47750	MYB_related	None
LOC_Os04g49450.1	LOC_Os04g49450	MYB_related	Os04g0583900
LOC_Os04g58020.1	LOC_Os04g58020	MYB_related	Os04g0676700
LOC_Os05g02420.2	LOC_Os05g02420	MYB_related	Os05g0114700
LOC_Os05g03550.1	LOC_Os05g03550	MYB_related	Os05g0126300
LOC_Os05g03550.1	LOC_Os05g03550	MYB_related	Os05g0126400
LOC_Os05g07010.1	LOC_Os05g07010	MYB_related	Os05g0162800
LOC_Os05g07010.2	LOC_Os05g07010	MYB_related	Os05g0162800
LOC_Os05g10690.1	LOC_Os05g10690	MYB_related	Os05g0195700
LOC_Os05g37050.1	LOC_Os05g37050	MYB_related	None
LOC_Os05g49240.1	LOC_Os05g49240	MYB_related	Os05g0567600
LOC_Os05g50340.1	LOC_Os05g50340	MYB_related	Os05g0579600
LOC_Os05g50350.1	LOC_Os05g50350	MYB_related	Os05g0579700
LOC_Os05g51160.1	LOC_Os05g51160	MYB_related	Os05g0589400
LOC_Os05g51160.2	LOC_Os05g51160	MYB_related	Os05g0589400
LOC_Os06g01670.1	LOC_Os06g01670	MYB_related	Os06g0105800
LOC_Os06g04960.1	LOC_Os06g04960	MYB_related	Os06g0141900
LOC_Os06g04960.1	LOC_Os06g04960	MYB_related	Os06g0141950
LOC_Os06g07640.1	LOC_Os06g07640	MYB_related	None
LOC_Os06g07650.1	LOC_Os06g07650	MYB_related	None
LOC_Os06g08290.1	LOC_Os06g08290	MYB_related	Os06g0181300
LOC_Os06g14010.1	LOC_Os06g14010	MYB_related	Os06g0250760
LOC_Os06g14710.1	LOC_Os06g14710	MYB_related	Os06g0258500
LOC_Os06g19980.1	LOC_Os06g19980	MYB_related	Os06g0303700
LOC_Os06g45840.1	LOC_Os06g45840	MYB_related	Os06g0669700
LOC_Os06g45840.2	LOC_Os06g45840	MYB_related	Os06g0669700
LOC_Os06g51260.1	LOC_Os06g51260	MYB_related	Os06g0728700
LOC_Os07g25150.1	LOC_Os07g25150	MYB_related	Os07g0432800
LOC_Os07g26150.1	LOC_Os07g26150	MYB_related	Os07g0443500
LOC_Os07g30130.1	LOC_Os07g30130	MYB_related	Os07g0484700
LOC_Os07g30130.2	LOC_Os07g30130	MYB_related	Os07g0484700
LOC_Os07g30130.3	LOC_Os07g30130	MYB_related	Os07g0484700
LOC_Os07g30130.4	LOC_Os07g30130	MYB_related	Os07g0484700
LOC_Os07g44090.1	LOC_Os07g44090	MYB_related	Os07g0634900
LOC_Os07g44090.2	LOC_Os07g44090	MYB_related	Os07g0634900
LOC_Os07g49530.1	LOC_Os07g49530	MYB_related	Os07g0695900
LOC_Os08g04840.1	LOC_Os08g04840	MYB_related	Os08g0144000
LOC_Os08g05510.1	LOC_Os08g05510	MYB_related	Os08g0151000
LOC_Os08g05510.2	LOC_Os08g05510	MYB_related	Os08g0151000
LOC_Os08g06110.2	LOC_Os08g06110	MYB_related	Os08g0157600
LOC_Os08g06110.3	LOC_Os08g06110	MYB_related	Os08g0157600
LOC_Os08g06110.4	LOC_Os08g06110	MYB_related	Os08g0157600
LOC_Os08g06110.5	LOC_Os08g06110	MYB_related	Os08g0157600
LOC_Os08g06240.1	LOC_Os08g06240	MYB_related	Os08g0159000
LOC_Os08g39980.1	LOC_Os08g39980	MYB_related	Os08g0510700
LOC_Os09g31454.1	LOC_Os09g31454	MYB_related	Os09g0491644
LOC_Os09g31454.1	LOC_Os09g31454	MYB_related	Os09g0491660
LOC_Os10g30690.1	LOC_Os10g30690	MYB_related	Os10g0443800
LOC_Os10g30719.1	LOC_Os10g30719	MYB_related	Os10g0444100
LOC_Os10g41200.1	LOC_Os10g41200	MYB_related	Os10g0561400
LOC_Os10g41200.3	LOC_Os10g41200	MYB_related	Os10g0561400
LOC_Os10g41260.1	LOC_Os10g41260	MYB_related	Os10g0562100
LOC_Os11g47460.2	LOC_Os11g47460	MYB_related	Os11g0700500
LOC_Os11g47460.3	LOC_Os11g47460	MYB_related	Os11g0700500
LOC_Os11g47460.4	LOC_Os11g47460	MYB_related	Os11g0700500
LOC_Os12g33950.1	LOC_Os12g33950	MYB_related	Os12g0522516
LOC_Os12g37970.2	LOC_Os12g37970	MYB_related	Os12g0567300
LOC_Os12g37970.3	LOC_Os12g37970	MYB_related	Os12g0567300
LOC_Os12g41920.1	LOC_Os12g41920	MYB_related	Os12g0613300
LOC_Os12g41920.2	LOC_Os12g41920	MYB_related	Os12g0613300
LOC_Os12g41920.3	LOC_Os12g41920	MYB_related	Os12g0613300
